provider,plz,weekly_parcels,n_stops_per_day,parcels_per_stop,hub_dist_km,area_km2,daily_cost_eur,knee_size,knee_wait_d,knee_saving_pct,max_saving_pct,raumtyp_3
DHL,30853,7164,603.3333333333334,1.9790055248618785,6.98,8.711379660258004,8081.264573628573,4,0.3333333333333333,5.980261422620579,8.609750968039705,suburban
DHL,30855,32854,1862.1666666666667,2.940481517945046,5.9,59.06346106841505,33051.88482630373,2,1.0,-4.5137789161181665,1.0823947754708687,suburban
DHL,30880,16161,1480.5,1.8193177980412023,5.11,33.960996603727956,17543.588543093058,3,0.5,7.3706625588116585,8.158935810115114,suburban
DHL,30890,13989,1571.1666666666667,1.4839291397051024,4.73,102.53407734275534,15879.606630236107,3,0.5,9.641781462943534,12.889752656396846,rural
DHL,30900,14609,1726.3333333333333,1.410407414558795,4.94,173.55971997363926,17392.37023957678,3,0.5,10.391078149957245,13.696155950039087,rural
DHL,30916,14499,1431.3333333333333,1.6882859804378203,11.0,59.876286869182046,16814.19217447788,4,0.3333333333333333,5.628160068155802,8.982330401671943,suburban
DHL,30926,13519,1326.1666666666667,1.699007163503833,0.37,53.8021301528445,14504.627248139497,4,0.3333333333333333,7.14942200010424,12.635018946095094,rural
DHL,30938,12030,1311.0,1.5293668954996187,10.53,153.22446344831192,14869.056447491392,3,0.5,11.310345217815863,12.407697931553635,rural
DHL,30952,9709,985.5,1.6419753086419753,5.68,37.755537878390655,11193.92604771929,4,0.3333333333333333,7.903799982369438,12.227185555117485,suburban
DHL,30966,9182,933.3333333333334,1.6396428571428572,5.52,31.832385676522556,10553.71005028791,4,0.3333333333333333,6.994665337322068,11.536200209764385,rural
DHL,30974,6515,735.8333333333334,1.4756511891279729,1.4,53.82702268136371,7801.066164557959,3,0.5,16.82878603829202,20.10211193793186,rural
DHL,30982,6551,765.0,1.4272331154684097,2.77,66.6831619829418,8143.622738570672,3,0.5,15.582031698096834,20.79419573028785,rural
DHL,30989,6841,741.0,1.5386864597390912,5.72,43.13135688268341,8614.322219687436,3,0.6666666666666666,13.801920906724401,16.79072940666205,rural
DHL,31275,18743,2105.5,1.4836539222670784,2.93,129.47251256919432,20219.957663244943,3,0.5,7.876000857111645,10.782856754890027,suburban
DHL,31303,12605,1423.3333333333333,1.4759953161592505,1.84,112.90680951768702,14306.83260882449,3,0.5,11.558174934185754,15.846327411995956,rural
DHL,31311,8577,1062.1666666666667,1.3458339871332183,3.81,139.34872865781722,10372.256925475762,3,0.5,12.679646407619035,16.240895537378307,rural
DHL,31319,10967,1263.1666666666667,1.4470246734397678,0.58,101.18549289373648,12163.704459843359,4,0.3333333333333333,8.176625848392751,14.130236725320392,rural
DHL,31515,19286,2052.0,1.5664392462638077,5.28,125.18180774883541,21134.872068684923,4,0.3333333333333333,5.066340077960247,8.133101588501923,rural
DHL,31535,18533,2196.0,1.40657255616272,5.5,357.6158854957556,23552.64033385361,4,0.3333333333333333,9.123711973961075,15.75690155067738,rural
DHL,31832,11902,1381.0,1.4363987448708666,4.65,159.38246951696127,14184.516979025713,4,0.3333333333333333,9.200456548358964,14.86623423460204,rural
Amazon,30159,9019,795.8333333333334,1.8887958115183245,13.81,6.211813374113814,11543.448574652906,3,0.5,10.297816269560139,12.683429457878105,urban
Amazon,30161,4512,390.1666666666667,1.9273814609141393,12.74,1.7979843382791898,6203.097292659824,3,0.5,14.13452322716349,19.19472752100937,urban
Amazon,30163,4469,383.8333333333333,1.940512375162831,12.41,2.603733329707664,5877.30725130856,2,1.0,11.733752071493724,16.100443333583957,urban
Amazon,30165,3574,383.3333333333333,1.5539130434782609,10.52,4.951012974183712,4741.540825363843,3,0.6666666666666666,4.208932443123488,15.722025895821716,urban
Amazon,30167,5730,520.0,1.8365384615384615,10.65,5.368928981069905,7063.285300132031,3,0.6666666666666666,4.311017117877015,12.608786463347787,urban
Amazon,30173,3759,358.6666666666667,1.7467472118959109,15.11,4.775461708125837,5099.420782285499,4,0.3333333333333333,11.654491025535862,15.00562829087398,urban
Amazon,30177,2906,284.1666666666667,1.704398826979472,13.99,3.576189607493106,4292.321157663563,4,0.3333333333333333,14.124294942267829,21.959652510932255,urban
Amazon,30179,2781,317.1666666666667,1.4613767735155019,12.08,8.305970462175056,4362.802160577875,4,0.3333333333333333,14.996958863219554,23.918771506730465,suburban
Amazon,30419,6859,794.8333333333334,1.4382470119521913,6.74,23.77191867081394,8565.25181704431,3,0.6666666666666666,6.840253274222729,16.02868354775632,suburban
Amazon,30449,5275,527.5,1.6666666666666667,12.61,5.186686836161483,6996.619516780837,4,0.3333333333333333,10.803488252814756,13.673626297819936,urban
Amazon,30453,3593,411.3333333333333,1.4558346839546192,9.82,9.157258958740023,4930.749262347224,3,0.6666666666666666,6.985286570019424,18.298524931539006,suburban
Amazon,30455,3165,387.6666666666667,1.3607050730868444,9.84,6.967819653017212,4776.808140775345,4,0.3333333333333333,14.738782555623066,19.624376167009128,suburban
Amazon,30457,3134,365.6666666666667,1.4284412032816773,13.37,6.068989648841514,4906.966045819828,4,0.3333333333333333,14.979902613234207,24.928743984813156,suburban
Amazon,30459,3087,375.5,1.3701731025299602,13.92,7.274391190340525,4803.053925208818,2,1.0,18.51833816488213,21.288890009126895,urban
Amazon,30519,5508,632.1666666666666,1.452148694964408,17.38,13.714884737746763,8108.811515646093,2,1.0,16.7818472519626,19.54960087557829,urban
Amazon,30539,3516,409.0,1.4327628361858191,21.37,19.21423828970633,5560.961239433548,2,1.0,12.887591011447277,17.682218212871636,rural
Amazon,30559,5369,643.3333333333334,1.3909326424870467,20.15,19.484913733542946,8043.925348778871,4,0.5,5.009994011113096,16.590907267111106,suburban
Amazon,30625,3180,369.1666666666667,1.435665914221219,16.66,8.86389555258122,4930.643569462649,4,0.3333333333333333,14.405016878117975,18.682553348610043,urban
Amazon,30627,2090,238.16666666666666,1.4625612316305108,17.89,3.3903855235675273,3475.653380078446,4,0.5,3.149052021460111,22.200778747513674,suburban
Amazon,30629,2757,346.5,1.326118326118326,20.32,14.669809711755617,4836.393814762198,4,0.3333333333333333,16.98803316944573,23.360067205272387,suburban
Amazon,30655,3642,399.8333333333333,1.5181325552313465,16.14,4.462508901721823,5183.973530667949,3,0.6666666666666666,6.595402209228317,14.553318318395116,suburban
Amazon,30657,3559,392.5,1.5112526539278133,15.05,12.670949194485747,5250.034768988788,3,0.6666666666666666,7.4015612827911355,19.766989906521474,rural
