provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency
Amazon,30855,5,2,1.3,1.0,0.0,1.0,1.0,123,False,5405.44,774.053,26.173333333333332,22,22,50.3163,OK,5034.0,262.0,59.063461068415045,9.96,19.213740458015266,21.88695652173913,22,85.23035915841372,36.00618545115241,24.365627473778996,0.12531513129025218,3.603807857213386,7.276527538731944,10.138106273212694,15.264397166904217,2.102214220079446,2.1024174946062,1.1610855357663548,0.9851013110846245,28.36646973264286,226.0,0.9948616600790514,0.0,5.0,2.0
UPS,30900,3,1,0.7,1.0,0.0,1.0,1.0,123,False,760.41,172.756,8.742777777777778,2,2,38.4035,OK,293.0,170.0,173.55971997363926,10.9,1.723529411764706,1.2739130434782608,2,1.6881797230630566,123.23388584238887,42.25335440470972,0.27543484257018813,5.000619972405193,1.379490704508199,8.83114827881414,16.719090638152586,3.1423158118176473,2.7827445928790233,1.0690860924890637,0.20819112627986347,2.000008650500323,18.0,0.6369565217391304,6.0,3.0,1.0
Hermes,31275,1,3,1.0,0.9,0.2,1.0,1.0,123,False,3255.84,762.73,24.38138888888889,11,11,129.0526,OK,2447.0,438.0,129.47251256919432,23.26,5.5867579908675795,10.639130434782608,11,18.899764524861936,94.12921358911984,40.25928691350193,0.10899275533252283,6.280730426168257,4.653178150535694,23.35602316046188,31.467878169741915,5.067275835915905,1.897788655078702,1.711549354581989,0.9873314262362076,7.194017554616806,90.0,0.967193675889328,5.0,1.0,3.0
DHL,30629,4,1,0.7,1.0,0.2,1.0,1.0,42,False,720.47,58.433,3.6172222222222223,3,3,7.4016,OK,632.0,113.0,14.669809711755617,4.28,5.592920353982301,2.747826086956522,3,43.08167675096347,5.269899822874399,9.320009176712846,0.10829618801450594,1.099542708508255,21.44253283705981,4.247761665930908,5.744869576168149,0.6693874615728087,0.5606446512445954,1.0534552490103344,0.8908227848101266,5.923759222819551,34.0,0.9159420289855073,1.0,4.0,1.0
UPS,30657,2,3,1.0,0.9,0.2,1.0,1.0,123,False,2080.42,187.767,8.468333333333334,9,9,73.6863,OK,1943.0,77.0,12.670949194485747,5.0,25.233766233766232,8.447826086956521,9,153.34289248397994,6.249773806606651,10.608341685839223,0.12430950997226672,1.5105541106986031,12.320445888554097,5.61260251245291,7.080431805757213,0.6127028525718843,1.0865028221675783,1.6117078513926038,0.17858980957282553,119.4565503908012,1054.0,0.938647342995169,6.0,2.0,3.0
DPD,30163,5,1,1.0,0.9,0.0,1.0,1.0,42,False,516.78,89.241,2.88,2,2,53.2239,OK,231.0,64.0,2.603733329707664,14.01,3.609375,1.0043478260869565,2,88.71876292567015,2.0121162915880464,5.520201573072463,0.10641798496518731,0.7856641928373119,31.80730669870404,14.044795131179232,14.750595967767739,0.3836056877500374,0.4909541738586739,1.3573517623005336,0.7878787878787878,3.120582815657197,16.0,0.5021739130434782,2.0,5.0,1.0
DHL,30982,3,2,0.7,1.0,0.0,1.0,1.0,456,False,1654.97,133.111,7.75,7,7,70.2279,OK,1505.0,228.0,66.6831619829418,2.77,6.600877192982456,6.543478260869565,7,22.569415655259323,39.48039522966883,26.03668558738633,0.1073591634355954,4.107021717376183,5.775018174809506,2.1047759572362934,8.499334712442781,1.201323879170486,3.3199532724525103,2.2080043173523296,0.9009966777408638,6.30395302900775,41.0,0.9347826086956522,1.0,3.0,2.0
Hermes,30851,2,3,0.7,1.0,0.2,1.0,1.0,456,False,710.79,49.318,3.4472222222222224,3,3,15.6152,OK,635.0,90.0,4.12190647126244,3.44,7.055555555555555,2.760869565217391,3,154.05492687113662,3.440551228454264,7.463658252603498,0.10875211334776635,1.0527641992072563,26.158599022062603,3.2971186212268284,4.645385300240339,0.6965672484441204,0.4623443218007783,1.7044234840841683,0.9559055118110236,7.168389112564677,41.0,0.9202898550724637,5.0,2.0,3.0
GLS,30855,2,3,1.3,1.0,0.0,1.0,1.0,456,False,4514.11,1202.353,28.30027777777778,16,16,72.1554,OK,3559.0,248.0,58.08159729436245,22.3,14.350806451612904,15.47391304347826,16,61.27586302357848,35.96371425293947,24.330476190825834,0.12636534490479853,3.6162249708473944,6.895839463515087,20.667147119548655,24.15281237873436,2.128212155269596,2.098209728556141,1.1663625441027037,0.8803034560269739,20.157292748842515,140.0,0.9671195652173913,4.0,2.0,3.0
DPD,30177,1,3,1.3,1.0,0.0,1.0,1.0,42,False,972.55,147.056,4.405555555555556,4,4,3.1581,OK,916.0,73.0,3.576189607493106,12.44,12.547945205479452,3.982608695652174,4,256.1385442429358,1.5520032813240252,5.147149273533246,0.08950016518975164,0.8107199226263891,47.03598302815647,12.47438563191728,13.347963501498887,0.5064949943169735,0.4007523732207566,1.214508168568149,0.8569868995633187,26.508742985700568,220.0,0.9956521739130435,2.0,1.0,3.0
UPS,30165,4,2,0.7,1.0,0.0,1.0,1.0,42,False,727.1,72.419,3.65,3,3,20.4902,OK,518.0,71.0,4.951012974183712,6.57,7.295774647887324,2.252173913043478,3,104.62505404470369,3.9393129663571202,9.300163383238745,0.14045171980918453,1.1453418865234062,18.02344738952215,6.947741727011629,8.531169726766372,0.6539820526898453,0.7112766575590426,1.2805231188655568,0.18146718146718147,18.551332943413673,144.0,0.7507246376811594,6.0,4.0,2.0
DPD,31303,0,2,0.7,1.0,0.2,1.0,1.0,123,False,986.75,173.482,9.767777777777777,3,3,63.1463,OK,627.0,297.0,112.90680951768702,10.77,2.111111111111111,2.726086956521739,3,5.553252303190619,48.88760941044365,28.45698515056479,0.11487120940687072,3.474701191049392,6.075158993897402,9.509263349991064,16.901536422415106,1.1826079817875128,2.8320718781402667,1.3937374204697646,0.8405103668261563,1.913388354304564,15.0,0.908695652173913,2.0,0.0,2.0
Amazon,31311,5,3,1.3,0.9,0.0,1.0,1.0,42,False,3286.99,1052.578,27.360833333333332,10,10,90.9567,OK,2146.0,316.0,139.34872865781722,40.99,6.791139240506329,9.330434782608696,10,15.400212263648902,94.35464787598568,39.2664358013269,0.11789924900213199,6.109042582106745,3.349066602583608,40.403924629049634,47.674257477572304,3.8712229696198426,2.9874950861112803,1.3107475838101832,0.9986020503261882,6.65901292478929,53.0,0.9330434782608695,0.0,5.0,3.0
FedEx,30982,5,1,0.7,0.9,0.0,1.0,1.0,42,False,360.58,107.536,3.5969444444444445,1,1,1.927,OK,45.0,37.0,66.6831619829418,25.47,1.2162162162162162,0.1956521739130435,1,0.6748330262369897,25.18619702895171,21.949782617870746,0.3718001036034411,3.0518049701293655,1.4690586259397653,23.758382780003288,30.473058485528558,0.9541873719670155,2.7206307508574383,2.4518234373286782,0.1111111111111111,0.5758723176395275,3.0,0.1956521739130435,3.0,5.0,1.0
Amazon,30655,3,2,1.0,0.9,0.2,1.0,1.0,456,False,1313.66,229.94,7.728888888888889,5,5,31.3044,OK,1122.0,113.0,4.462508901721823,16.14,9.929203539823009,4.878260869565217,5,251.42806988398058,3.9712908690886293,8.402472265976051,0.09226637630939832,1.297695284835871,28.454224010524907,16.156240757059642,17.941374340438518,0.9723237159656787,0.39871248518223307,1.9862631235145987,0.9919786096256684,11.400758253124314,67.0,0.9756521739130435,0.0,3.0,2.0
DHL,30657,2,3,1.0,1.0,0.2,1.0,1.0,42,False,4769.09,384.302,17.97361111111111,21,21,110.8554,OK,4789.0,138.0,12.670949194485747,6.56,34.70289855072464,20.821739130434782,21,377.951164233546,7.061077726120434,11.187891148897778,0.10175656799026293,1.6425355112933873,19.54375880745634,5.591555762432103,8.179636175363036,0.5684998050105339,1.2457872524469884,1.8968485665264898,0.822092294842347,96.66904615414401,1115.0,0.9915113871635611,1.0,2.0,3.0
FedEx,30657,3,3,1.0,0.9,0.0,1.0,1.0,123,False,1678.98,177.832,7.932222222222222,7,7,77.4317,OK,1568.0,61.0,12.670949194485747,8.22,25.704918032786885,6.817391304347826,7,123.74763531388602,5.969344364079481,10.556738825000528,0.14446327914620308,1.59626753618932,10.218877699043029,8.49521433454941,9.558832487619219,0.6706961523591757,1.1405582571069168,1.639978542335843,0.12372448979591837,127.76737882013175,1009.0,0.9739130434782609,3.0,3.0,3.0
DHL,30827,2,2,1.3,1.0,0.0,1.0,1.0,456,False,3779.19,170.944,8.550833333333333,18,18,9.7227,OK,4062.0,153.0,10.610683695060029,3.25,26.54901960784314,17.660869565217393,18,382.82170279857917,7.729198474784041,10.680167902199786,0.10793839128297618,1.3000977899136459,19.795066784628652,2.9288473287460324,4.9026945738683585,0.7555275232297451,0.699433905077035,1.0242019295648719,0.8746922698178238,30.57957393712486,194.0,0.981159420289855,1.0,2.0,2.0
DHL,30167,4,3,1.3,1.0,0.2,1.0,1.0,456,False,7483.55,205.368,11.246944444444445,37,37,13.8777,OK,8380.0,141.0,5.368928981069905,1.39,59.43262411347518,36.43478260869565,37,1560.832715341684,4.259211413816199,8.04398961181759,0.0901519768126494,1.2164156261461956,33.10471970060434,1.2729269515273938,2.6891063216317566,0.5921927392916059,0.776473571539047,1.120204759060082,0.8479713603818616,70.33600260114555,500.0,0.9847238542890717,1.0,4.0,3.0
DHL,30629,1,1,1.3,1.0,0.0,1.0,1.0,42,False,1562.21,98.346,5.55,7,7,11.6304,OK,1381.0,113.0,14.669809711755617,4.28,12.221238938053098,6.004347826086956,7,94.13891707765909,5.218931547129991,9.296900953830974,0.09937272145369193,1.1211599318842782,21.651941394429915,4.2613851449122695,5.744869576168149,0.6714155029705356,0.5829326425104956,1.049653394835264,0.9000724112961622,13.386517132656598,84.0,0.8577639751552795,1.0,1.0,1.0
Hermes,30419,0,1,1.3,1.0,0.0,1.0,1.0,42,False,1053.34,117.294,6.9719444444444445,4,4,41.4342,OK,810.0,194.0,23.77191867081394,4.3,4.175257731958763,3.5217391304347827,4,34.073816725381974,21.20500907484632,18.034743944358695,0.10754079380497686,2.323414068251477,9.148781748465533,4.393322082433848,6.932571562535476,1.4669441242552939,1.1912221498373456,1.5068511126121948,0.9728395061728395,4.589342897686259,44.0,0.8804347826086957,5.0,0.0,1.0
Amazon,30926,1,1,1.0,1.0,0.2,1.0,1.0,123,False,1621.2,187.972,11.471944444444444,6,6,74.7144,OK,1164.0,327.0,53.8021301528445,4.34,3.5596330275229358,5.060869565217391,6,21.634831124589958,45.42870441668385,27.621094667765995,0.09471506223919081,3.6870754084401143,7.198092135771059,4.02642258809473,8.587781115203429,2.9314024523574593,1.3622419205067848,1.8507461408614683,0.9982817869415808,3.869660533975276,36.0,0.8434782608695652,0.0,1.0,1.0
DPD,30655,1,2,1.0,1.0,0.2,1.0,1.0,123,False,760.01,111.288,4.1433333333333335,3,3,9.7335,OK,607.0,113.0,4.462508901721823,10.23,5.371681415929204,2.639130434782609,3,136.0221376288558,4.226685776221718,8.625256268369915,0.10065029785717709,1.306277169208509,26.734894899381892,10.202611690067343,11.789114262543022,0.9846910849604461,0.3904074034347082,1.8247945881736523,0.8253706754530478,6.902859084793914,58.0,0.8797101449275362,2.0,1.0,2.0
DPD,30826,4,1,1.0,1.0,0.2,1.0,1.0,42,False,705.6,191.378,7.0183333333333335,2,2,41.5867,OK,256.0,116.0,56.38950461206911,27.87,2.206896551724138,1.1130434782608696,2,4.539851906150777,32.750029174298454,23.673203066875015,0.2084639351440853,3.362178397052389,3.541981577562514,28.259688994337814,31.21748722860789,2.2549465622102858,1.526164053347648,1.3898676703971629,0.90625,3.8158409417514694,40.0,0.5565217391304348,2.0,4.0,1.0
GLS,31535,0,3,1.3,0.9,0.0,1.0,1.0,456,False,3471.72,1238.811,35.728611111111114,9,9,340.1844,OK,1986.0,536.0,357.6158854957556,38.52,3.705223880597015,8.634782608695652,9,5.553444577124556,311.0343130201255,71.60017697493417,0.14163311253406793,8.427763327105493,1.7232825368862696,36.61072295099195,46.004191919262595,5.079290756052008,5.388241883355936,1.0280752393870087,0.9622356495468278,3.4704040188939227,29.0,0.9594202898550724,4.0,0.0,3.0
FedEx,30657,1,3,1.3,0.9,0.0,1.0,1.0,42,False,2617.56,270.962,11.977777777777778,11,11,5.3357,OK,2452.0,71.0,12.670949194485747,8.22,34.53521126760563,10.660869565217391,11,193.51352154952073,7.254363074999326,11.30835530838608,0.14455555197133857,1.6399729518254915,9.787213469461838,8.514551568330536,9.588354508037844,0.64563070705314,1.194607902383701,1.7450497861194152,0.12928221859706363,183.12774199155953,1556.0,0.9691699604743083,3.0,1.0,3.0
GLS,30823,1,1,1.3,0.9,0.2,1.0,1.0,456,False,674.88,199.534,6.076666666666667,2,2,14.3038,OK,372.0,118.0,12.528872220645557,21.76,3.152542372881356,1.617391304347826,2,29.691419422971215,6.3940539772274185,9.8490466861857,0.12259333552634215,1.3874606430050946,18.45464558482927,21.067325969231383,23.04266704640373,0.7743507876784986,0.7706391935363109,1.0009691917299166,0.8413978494623656,3.695226234775165,26.0,0.808695652173913,4.0,1.0,1.0
GLS,31275,3,2,0.7,0.9,0.2,1.0,1.0,456,False,1333.03,299.97,12.762222222222222,4,4,130.4966,OK,733.0,340.0,129.47251256919432,17.38,2.1558823529411764,3.1869565217391305,4,5.661433345616591,99.80713052345536,41.266615307218636,0.1388727983164084,6.635106282947062,3.4065702341787865,16.844327888562468,23.898627652031372,5.01977840170814,1.8662766306156564,1.5806006009206404,0.9508867667121419,2.168449049499853,16.0,0.7967391304347826,4.0,3.0,2.0
