provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency
Hermes,31535,0,3,0.7,1.0,0.2,1.0,1.0,456,False,3145.29,738.296,32.083333333333336,9,9,495.0932,OK,1866.0,685.0,357.6158854957556,19.5,2.7240875912408757,8.11304347826087,9,5.217889013552075,309.6677334876629,71.9123838854633,0.12544497002066002,8.925439737106881,2.212048353521115,18.331951089599492,28.703540379363435,5.151054191245921,5.477787182285692,1.0290224206451353,0.9957127545551983,2.5150213113823385,19.0,0.9014492753623189,5.0,0.0,3.0
Amazon,31311,2,2,1.3,1.0,0.0,1.0,1.0,123,False,3017.28,965.148,26.07,9,9,89.0536,OK,2047.0,330.0,139.34872865781722,40.99,6.203030303030303,8.9,9,14.689764447199115,89.56709833671049,38.902122698608444,0.12692356207135397,6.019843381260118,3.684388644136128,40.37133118151485,47.79137665837136,3.9530343599585325,3.0079147201637095,1.370717730930277,0.9990229604298974,5.685014050700094,49.0,0.9888888888888889,0.0,2.0,2.0
DHL,30657,3,1,1.0,0.9,0.0,1.0,1.0,123,False,1870.83,159.768,8.203333333333333,8,8,14.811,OK,1676.0,124.0,12.670949194485747,6.56,13.516129032258064,7.28695652173913,8,132.27106937887305,7.208159433881467,11.244647571931262,0.1063859454233273,1.6174793545842159,17.20272715072677,5.58092451549198,8.179636175363036,0.577229422575134,1.2116687462083016,1.8079865892705609,0.8072792362768496,38.53056680823675,422.0,0.9108695652173913,1.0,3.0,1.0
DHL,30657,1,3,1.3,1.0,0.2,1.0,1.0,456,False,6745.41,521.406,24.09861111111111,30,30,529.0789,OK,6780.0,140.0,12.670949194485747,6.56,48.42857142857143,29.47826086956522,30,535.082249635298,6.880250768618491,10.99271273499055,0.0974759685898614,1.6315668650229853,20.348095543051127,5.586896948049198,8.179636175363036,0.5666565258066172,1.2351029786551884,1.786541344626476,0.8095870206489676,145.40348506616942,1694.0,0.9826086956521739,1.0,1.0,3.0
UPS,30559,4,2,1.3,1.0,0.0,1.0,1.0,123,False,1371.07,284.141,8.73638888888889,5,5,147.6747,OK,1107.0,96.0,19.484913733542946,13.47,11.53125,4.8130434782608695,5,56.81318455592228,12.312247414981886,15.74633167549495,0.16139867438221203,2.0439449020304963,7.797114268771477,13.208782073815819,14.996569938072478,1.508817256460235,0.7386867757332458,1.6166756807595395,0.14634146341463414,32.57905549230722,224.0,0.9626086956521739,6.0,4.0,2.0
GLS,31275,2,2,1.3,1.0,0.0,1.0,1.0,123,False,2349.46,514.192,17.659444444444443,8,8,148.3377,OK,1619.0,424.0,129.47251256919432,17.38,3.818396226415094,7.039130434782609,8,12.50458470198262,102.0024264788098,41.71698992881786,0.11442874988815468,6.659384584523375,4.156763859809577,16.847520953345757,23.94494691918528,5.016680910977541,1.9376408434018002,1.5575900923604868,0.9376158122297714,3.980203521105387,36.0,0.8798913043478261,4.0,2.0,2.0
Hermes,30853,0,2,1.0,0.9,0.0,1.0,1.0,42,False,516.01,47.331,3.3125,2,2,13.53,OK,427.0,100.0,8.711379660258004,3.75,4.27,1.8565217391304347,2,49.016346049984186,5.690628428745698,9.235470882927283,0.10338367896224389,1.3691673365786017,17.57275163053328,3.5943358715244527,4.983211001270969,0.8113357389211181,0.7000059992739298,1.0515256284519374,0.9718969555035128,5.287447399265548,31.0,0.9282608695652174,5.0,0.0,2.0
DHL,30890,5,3,1.3,0.9,0.0,1.0,1.0,123,False,7457.92,651.653,26.717222222222222,33,33,99.5673,OK,7426.0,435.0,102.53407734275534,4.73,17.07126436781609,32.28695652173913,33,72.42470203516872,68.81955980181021,32.20529539113458,0.11714154687299524,4.147432138512587,6.320877396669396,5.050823582051968,9.65791392356581,2.215409877083745,2.542531993555477,1.2549393011648333,0.8995421492054942,18.67968290881266,134.0,0.9783926218708827,1.0,5.0,3.0
DPD,30827,5,2,1.3,1.0,0.0,1.0,1.0,456,False,865.68,208.626,6.024166666666667,3,3,85.2698,OK,580.0,121.0,10.610683695060029,23.76,4.793388429752066,2.5217391304347827,3,54.66188764726142,6.768992834187599,9.89951445069676,0.12332307303122056,1.2529323263136676,17.87562831930848,23.977735327365643,25.28642439424937,0.729485274935553,0.6690776050517762,1.0178376341714002,0.753448275862069,5.193634621790362,30.0,0.8405797101449275,2.0,5.0,2.0
Hermes,30938,1,3,1.3,1.0,0.0,1.0,1.0,123,False,2630.97,641.066,18.850277777777777,9,9,81.4723,OK,1874.0,317.0,153.22446344831192,16.57,5.9116719242902205,8.147826086956522,9,12.230422987463532,80.58729836591026,34.26153207727825,0.11681530847809797,4.307722707042203,3.933622375087538,14.465003078499649,20.617519112339718,2.3492918822492683,2.6723150124151696,1.119065772215349,0.9930629669156884,5.082761989746992,32.0,0.9053140096618357,5.0,1.0,3.0
GLS,30179,0,1,1.3,1.0,0.2,1.0,1.0,123,False,340.87,87.326,3.2683333333333335,1,1,75.6749,OK,226.0,64.0,8.305970462175056,15.58,3.53125,0.9826086956521739,1,27.209343089912476,4.998383281481503,9.19413310333698,0.15836872961342902,1.1422403749668766,12.804140138094938,15.182193567050156,16.635689347107366,0.8194105440071618,0.4433602453043962,1.8917280899336337,0.8805309734513275,3.7247850189641816,23.0,0.9826086956521739,4.0,0.0,1.0
FedEx,30655,0,2,1.0,0.9,0.0,1.0,1.0,42,False,1081.27,160.246,7.282222222222222,4,4,30.9727,OK,783.0,102.0,15.850723992055624,11.41,7.676470588235294,3.4043478260869566,4,49.39837450910377,10.919574964654617,12.67740945049332,0.16679270525007364,1.6561964821602624,9.341022918031337,10.501387420079901,12.306172450931973,0.8831432472742023,0.9702004458810982,1.0242436068008498,0.11494252873563218,10.742221777626972,61.0,0.8510869565217392,3.0,0.0,2.0
FedEx,30827,1,1,0.7,0.9,0.0,1.0,1.0,456,False,608.33,113.674,5.158333333333333,2,2,5.24,OK,317.0,77.0,67.00018830712914,7.42,4.116883116883117,1.3782608695652174,2,4.731329985922886,33.07206647889695,23.16719261965961,0.23606606841102487,3.1188280644847057,2.3282488274245927,6.472932676103574,12.485810808547969,2.3872093615127192,1.1481871108902788,1.906023444805689,0.12302839116719243,7.397742769064592,50.0,0.6891304347826087,3.0,1.0,1.0
Amazon,30916,1,3,1.3,1.0,0.0,1.0,1.0,42,False,5353.17,1054.129,32.19611111111111,20,20,91.6718,OK,4438.0,321.0,59.876286869182046,19.41,13.825545171339565,19.295652173913044,20,74.1194925746842,41.54447972024273,25.20214776760555,0.10306910834768912,3.724580195795377,7.726658322876802,18.775950843531906,24.03012630754753,2.5988205502491355,1.808988684922411,1.2855178556645006,0.9988733663812528,20.16074271501842,176.0,0.9647826086956521,0.0,1.0,3.0
GLS,30855,0,2,0.7,0.9,0.2,1.0,1.0,123,False,1580.61,434.331,12.929722222222223,5,5,40.8269,OK,1146.0,209.0,58.08159729436245,22.3,5.483253588516747,4.982608695652174,5,19.73086232790698,34.478292612473744,23.345902419768922,0.14092120571249384,3.5828022868486014,6.061785087478109,20.653093001892852,24.11469297767092,2.0767397674818313,2.109108545691273,1.1304110191416217,0.87521815008726,8.131747514761315,64.0,0.9965217391304347,4.0,0.0,2.0
Amazon,30453,5,1,0.7,1.0,0.2,1.0,1.0,123,False,582.68,89.968,4.7025,2,2,27.7293,OK,334.0,110.0,9.157258958740023,9.82,3.036363636363636,1.4521739130434783,2,36.473796526330425,10.480604152094434,14.136026119475941,0.1280117169247485,1.8115950793081586,10.495578155961333,9.021607856067122,13.262197261880251,1.01974668796746,1.176943031079185,1.084384894043381,0.9820359281437125,2.9136895470965167,22.0,0.7260869565217392,0.0,5.0,1.0
Amazon,30625,3,2,0.7,1.0,0.2,1.0,1.0,123,False,1134.71,262.479,7.659722222222222,4,4,17.4782,OK,811.0,113.0,8.86389555258122,16.66,7.176991150442478,3.526086956521739,4,91.49476042323535,4.973382862146599,8.857448996353476,0.11528357703600021,1.1723228519381093,22.720953349492827,16.550541033093594,18.300102028649153,0.8068669916069214,0.5060320370981051,1.1526292743396482,0.998766954377312,8.53439691892949,58.0,0.8815217391304347,0.0,3.0,2.0
DPD,31319,4,3,0.7,0.9,0.2,1.0,1.0,42,False,928.17,158.162,8.30638888888889,3,3,61.2643,OK,644.0,287.0,101.18549289373648,7.08,2.2439024390243905,2.8,3,6.364548727121578,60.0862165321754,31.510504068750535,0.11065132386738982,4.084509936413508,4.7764698222647315,6.909073702368794,11.964870130190913,2.640371993511094,2.0403237817078597,1.4241639919267979,0.860248447204969,1.7479971906828589,11.0,0.9333333333333333,2.0,4.0,3.0
UPS,30453,0,1,1.3,0.9,0.0,1.0,1.0,123,False,580.06,107.171,4.443333333333333,2,2,7.1449,OK,361.0,72.0,9.157258958740023,10.59,5.013888888888889,1.5695652173913044,2,39.42227708384815,10.390491752309433,13.611415931003952,0.1809021877523745,1.9867333471522868,6.9294121699290105,10.519877891695481,12.925802881620855,1.0632531349923244,1.236445475693737,1.0332721003941217,0.16620498614958448,7.58011480335877,53.0,0.7847826086956522,6.0,0.0,1.0
DPD,30177,5,1,1.0,0.9,0.0,1.0,1.0,123,False,264.14,42.886,1.6183333333333334,1,1,16.8208,OK,144.0,40.0,3.576189607493106,12.44,3.6,0.6260869565217392,1,40.26632136570169,1.5097729833874567,5.128689184900261,0.11712474421643307,0.8378528467864663,26.494049396918307,12.55051028068879,13.347963501498887,0.5232860280586136,0.41418890244803175,1.1819440457758876,0.8263888888888888,6.5719099202591025,43.0,0.6260869565217392,2.0,5.0,1.0
UPS,30625,5,3,1.3,1.0,0.2,1.0,1.0,456,False,2046.16,332.948,11.197222222222223,8,8,28.0924,OK,1685.0,125.0,12.254281076148747,10.42,13.48,7.326086956521739,8,137.50296647590514,7.634475607277675,11.022130529771514,0.126786200655356,1.601997336044353,16.373095734413234,10.19900536117229,11.379255928258102,1.0111764634931486,0.7982643431384499,1.3437508655512231,0.18575667655786351,27.885652224755297,268.0,0.9157608695652174,6.0,5.0,3.0
GLS,30519,4,3,1.3,1.0,0.2,1.0,1.0,456,False,1453.86,136.37,7.3825,6,6,30.3386,OK,1198.0,190.0,13.714884737746763,6.3,6.3052631578947365,5.208695652173913,6,87.350351308663,6.710221263973463,9.804949013204286,0.08832506556831184,1.4375139335695664,28.31501265391826,6.5750224178020105,7.995603932224521,0.8931148784620423,0.6944931759592133,1.2008488036285097,0.8864774624373957,10.835685375753897,122.0,0.8681159420289855,4.0,4.0,3.0
DHL,30952,0,3,1.3,1.0,0.2,1.0,1.0,456,False,6840.27,491.825,21.801111111111112,31,31,30.2998,OK,7059.0,281.0,37.755537878390655,5.68,25.12099644128114,30.691304347826087,31,186.96594980945065,25.929233638436077,20.812932516107693,0.09544137468532862,3.0543126813850665,10.837188785381647,4.755732278769494,8.953639646405948,1.0204533407663685,2.3052865860375547,2.0636963357798304,0.89233602493271,24.819339127717367,137.0,0.9900420757363254,1.0,0.0,3.0
Hermes,30952,5,1,0.7,1.0,0.0,1.0,1.0,456,False,692.52,134.862,7.2675,2,1,82.1851,OK,200.0,153.0,37.755537878390655,15.6,1.3071895424836601,0.8695652173913043,1,5.297236147030759,23.738540962861403,20.421296505306028,0.13012405793560444,2.844140778822464,6.445214987701487,14.156574986743525,19.49224137582803,0.9853364990589755,2.139669247489994,2.0642963716239846,0.985,0.8187432243027242,6.0,0.8695652173913043,5.0,5.0,1.0
DHL,30827,0,1,1.0,0.9,0.2,1.0,1.0,42,False,1332.63,78.066,4.6466666666666665,6,6,72.9255,OK,1290.0,137.0,10.610683695060029,3.25,9.416058394160585,5.608695652173913,6,121.57557769821938,7.801502162265878,10.722618537152295,0.11530472816774029,1.2983983514791435,17.560720634371975,2.9334516558436032,4.9026945738683585,0.7543864681181309,0.7019288093921415,1.0284980499240788,0.8806201550387597,11.576241927520059,70.0,0.9347826086956522,1.0,0.0,1.0
Hermes,30165,2,3,1.3,0.9,0.0,1.0,1.0,123,False,1418.6,123.143,6.546388888888889,6,6,42.7014,OK,1162.0,81.0,4.951012974183712,5.34,14.345679012345679,5.052173913043478,6,234.6994455597407,4.339920720772804,9.374537729930386,0.12688042913142278,0.9219134447288243,18.663935406077286,6.011658618263719,7.5702288929428185,0.5103927390586315,0.5834599656300118,1.4367031746344925,0.9509466437177281,23.587065137971127,192.0,0.8420289855072464,5.0,2.0,3.0
Amazon,30519,2,3,1.3,0.9,0.0,1.0,1.0,123,False,4361.84,796.574,28.465833333333332,16,16,62.7066,OK,3531.0,210.0,13.714884737746763,17.38,16.814285714285713,15.352173913043478,16,257.4575045666853,7.15309433754756,9.966169705374757,0.08759496958658908,1.4275315017107313,29.357924010268057,17.19534368438198,18.956017163167274,0.8810906061392035,0.7013755338196402,1.1511724253216442,0.989804587935429,32.44187161699531,407.0,0.9595108695652174,0.0,2.0,3.0
GLS,30966,1,1,1.0,0.9,0.2,1.0,1.0,456,False,565.64,77.828,4.360555555555556,2,2,13.813,OK,274.0,133.0,31.832385676522556,6.33,2.0601503759398496,1.191304347826087,2,8.607586084950087,19.02446175355321,16.785669366463342,0.1309118091126354,2.404618952115275,6.9909993629732785,6.238823572993277,8.372252137481395,1.0952704658519046,1.6116972841640642,1.240613699867883,0.9306569343065694,1.4288088445377087,8.0,0.5956521739130435,4.0,1.0,1.0
FedEx,30163,2,3,0.7,1.0,0.0,1.0,1.0,456,False,2742.83,303.91,15.100833333333334,11,11,50.5173,OK,2363.0,231.0,19.436906373559538,7.51,10.229437229437229,10.273913043478261,11,121.57284469993859,17.405671366252744,15.821289461861287,0.12694183116063545,2.0640298935961163,13.271536336591874,7.9617664475921455,9.692305275804314,1.2281913303701295,1.0961824733232768,1.244632845986677,0.1328819297503174,19.865439090190275,217.0,0.9339920948616601,3.0,2.0,3.0
DPD,30952,1,2,1.3,1.0,0.0,1.0,1.0,456,False,1279.08,284.723,11.428611111111111,4,4,63.8691,OK,908.0,222.0,37.755537878390655,21.73,4.09009009009009,3.9478260869565216,4,24.04945210751965,24.402410867486832,20.317169518470518,0.10306281985977375,2.8843364183282123,9.097461771524685,21.159321276207024,23.589811254486094,0.9778931283371083,2.1797879673166682,2.0786152065963828,0.8270925110132159,3.808595185784527,35.0,0.9869565217391304,2.0,1.0,2.0
DPD,30457,5,3,0.7,0.9,0.2,1.0,1.0,123,False,593.84,117.601,4.713055555555556,2,2,8.3199,OK,437.0,104.0,6.068989648841514,18.69,4.201923076923077,1.9,2,72.00539550819917,3.27773457190675,7.667035776193162,0.08568603976267493,1.0272880002572975,31.729231796673606,18.34512822573251,19.275884982871172,0.5247884699031485,0.6338478414182409,1.2562446308466189,0.8054919908466819,5.561508870545813,39.0,0.95,2.0,5.0,3.0
Hermes,30453,2,2,0.7,1.0,0.0,1.0,1.0,42,False,819.23,122.33,5.668611111111111,3,3,35.8431,OK,521.0,120.0,9.157258958740023,8.55,4.341666666666667,2.265217391304348,3,56.89475446173099,11.197212332304593,14.256096963535605,0.11281773918042873,1.7420633990997645,10.716953152151378,8.028305311551135,11.351022641541237,1.0106363385080173,1.129419503484589,1.050970671619603,0.946257197696737,3.724906784814293,27.0,0.755072463768116,5.0,2.0,2.0
Hermes,30161,2,1,0.7,1.0,0.2,1.0,1.0,42,False,519.83,57.274,3.3108333333333335,2,2,6.1099,OK,309.0,73.0,1.79798433827919,7.9,4.232876712328767,1.3434782608695652,2,171.85911657925612,1.5770195014276547,4.722857026897443,0.0977427499939927,0.7081205277494885,46.28985242979816,7.8503218631131375,8.823535021536502,0.39658954219641507,0.3828387878177447,1.2001365828632384,0.9514563106796117,3.6733790496400442,21.0,0.6717391304347826,5.0,2.0,1.0
FedEx,30163,1,2,0.7,0.9,0.2,1.0,1.0,456,False,1792.59,209.433,10.74638888888889,7,7,49.3652,OK,1396.0,207.0,19.436906373559538,7.51,6.743961352657005,6.069565217391304,7,71.82212915832173,16.948981717589273,15.728973969900215,0.13068717476399375,2.0447852818967447,12.213123091942453,7.988447625755391,9.660418364394033,1.2349782191713945,1.0655155200543152,1.2695682775501511,0.14111747851002865,10.674234170606393,73.0,0.867080745341615,3.0,1.0,2.0
Amazon,30165,4,1,1.3,0.9,0.0,1.0,1.0,123,False,773.35,113.081,4.4944444444444445,3,3,49.9852,OK,680.0,76.0,4.951012974183712,10.52,8.947368421052632,2.9565217391304346,3,137.3456307922751,4.190823483325175,9.338222473816591,0.11939681428600309,1.053268162901591,18.13486067890848,10.904735934410825,12.007176030668207,0.5955253022769872,0.661242956217047,1.471057739835765,0.9838235294117647,16.161923036343385,113.0,0.9855072463768116,0.0,4.0,1.0
UPS,30974,0,1,1.0,1.0,0.2,1.0,1.0,123,False,378.64,112.807,4.041666666666667,1,1,7.9115,OK,166.0,71.0,53.82702268136371,24.68,2.3380281690140845,0.7217391304347827,1,3.083952849903278,18.817066868738827,19.514288510080988,0.14028810836822142,2.469075631771709,3.773170414670404,23.224529298519336,25.54395213491195,1.985509884839604,0.8515204598944817,1.9999785590285755,0.25903614457831325,2.6534254341167705,19.0,0.7217391304347827,6.0,0.0,1.0
FedEx,30655,0,1,1.3,1.0,0.0,1.0,1.0,456,False,831.45,125.766,5.970833333333333,3,3,61.9561,OK,489.0,84.0,15.850723992055624,11.41,5.821428571428571,2.126086956521739,3,30.850325842850243,10.531646709149001,12.541121791789518,0.1818816964994167,1.6153045617481854,7.975960675459036,10.503065783435781,12.306172450931973,0.9267668535265114,0.8918235377802645,1.0242436068008498,0.1165644171779141,7.286910499371483,38.0,0.7086956521739131,3.0,0.0,1.0
GLS,31303,3,2,1.3,0.9,0.0,1.0,1.0,456,False,1311.0,330.767,11.816666666666666,4,4,63.986,OK,857.0,280.0,112.90680951768702,24.81,3.0607142857142855,3.726086956521739,4,7.590330500533271,52.981016391362,29.995737689723477,0.11600271362370362,3.5181810829641766,5.284911824486083,23.546528913270915,31.499984750330423,1.221992507093398,2.856101315776184,1.5201248750696865,0.9334889148191365,2.8144828611150228,23.0,0.9315217391304348,4.0,3.0,2.0
GLS,30161,3,3,1.0,1.0,0.2,1.0,1.0,123,False,1006.7,136.942,5.463611111111111,4,4,8.2774,OK,791.0,75.0,1.79798433827919,12.21,10.546666666666667,3.4391304347826086,4,439.93709130806343,1.6676123857593685,4.86346410983525,0.0843792789282441,0.7206236312652138,44.974480065310736,12.257325039784929,13.059510677072174,0.400285881407926,0.3927421159865736,1.211838712891065,0.7989886219974716,9.104274942147905,44.0,0.8597826086956522,4.0,3.0,3.0
Amazon,30159,0,2,1.0,0.9,0.2,1.0,1.0,42,False,3583.95,518.902,20.374444444444446,14,14,81.5676,OK,3003.0,195.0,6.211813374113817,13.81,15.4,13.056521739130435,14,483.43371237040924,5.397761577176202,8.846763963515382,0.0861220423634445,1.18274895623412,36.12608619553233,13.316046707296824,14.895506789485582,0.7627621844686564,0.5554416581466656,1.2676691888469294,0.9786879786879786,16.754762047908986,89.0,0.9326086956521739,0.0,0.0,2.0
DPD,30173,1,1,1.3,0.9,0.0,1.0,1.0,123,False,524.31,89.559,3.0855555555555556,2,2,18.8311,OK,328.0,61.0,4.775461708125837,13.13,5.377049180327869,1.4260869565217391,2,68.68445818377755,2.8216205853031515,6.818179472523867,0.11889855063826503,0.9377662546331395,21.618781886454883,13.160412883222806,14.350641062107789,0.5702524450457598,0.48606362942012826,1.1683261391641557,0.7957317073170732,6.127508343999054,27.0,0.7130434782608696,2.0,1.0,1.0
DHL,30900,3,2,1.3,1.0,0.2,1.0,1.0,123,False,6653.05,542.49,26.558888888888887,29,29,170.0684,OK,6517.0,565.0,173.55971997363926,4.94,11.534513274336284,28.33478260869565,29,37.549035000689216,136.06102908365892,44.43400197496573,0.12312760860259427,5.513870381903005,4.152548336618874,3.3515307410508908,11.208270186960002,3.2736304073890503,2.9138675638324347,1.0622410085891245,0.8852232622372257,12.790246352367438,103.0,0.9770614692653673,1.0,3.0,2.0
DPD,30161,1,2,1.0,1.0,0.2,1.0,1.0,456,False,1015.15,167.783,5.364444444444445,4,4,19.7947,OK,908.0,81.0,1.79798433827919,14.05,11.209876543209877,3.9478260869565216,4,505.00996069244195,1.665656869915115,4.838774398588202,0.0895735068368049,0.7121031910622865,48.62946352457809,14.055784539670219,14.678682157524786,0.3922076811376683,0.3914023295738614,1.1631650659948103,0.7125550660792952,11.868327026355127,77.0,0.9869565217391304,2.0,1.0,2.0
DHL,30459,4,1,1.3,1.0,0.2,1.0,1.0,42,False,1479.04,57.967,3.6772222222222224,7,7,35.6547,OK,1389.0,116.0,7.274391190340525,1.24,11.974137931034482,6.039130434782609,7,190.94381421835232,4.353508038294274,8.492910987463548,0.10297642651823874,1.0422695320180184,26.64517877988101,0.8105224142972397,2.4133700109085567,0.6507257082435135,0.5076022254220621,1.0644212396455204,0.89056875449964,15.217085002751844,125.0,0.8627329192546583,1.0,4.0,1.0
UPS,31535,4,3,1.0,0.9,0.0,1.0,1.0,456,False,1750.1,469.269,17.259444444444444,5,5,67.1933,OK,1041.0,230.0,357.6158854957556,20.99,4.526086956521739,4.526086956521739,5,2.91094451399127,274.0936732573265,68.70188232204129,0.2881975962669196,7.190017277705675,0.8391291826136746,19.495163612317157,31.35966047950001,4.206503780724055,4.52823652445865,1.1926628900890628,0.18059558117195004,5.985251249043577,46.0,0.9052173913043479,6.0,4.0,3.0
DHL,30974,4,3,0.7,1.0,0.0,1.0,1.0,123,False,1977.03,110.575,6.431666666666667,9,9,38.6031,OK,1971.0,240.0,53.82702268136371,1.4,8.2125,8.569565217391304,9,36.617295585297356,25.04077578366172,21.772649438581656,0.09063115595049263,2.996026791937545,9.58436759601482,1.1866491897945637,5.829769201804526,2.1818771255061957,1.2192512226627967,1.466967774416555,0.8939624556062912,9.01206656377992,75.0,0.9521739130434783,1.0,4.0,3.0
FedEx,30449,3,3,0.7,0.9,0.0,1.0,1.0,456,False,1400.33,256.592,9.847222222222221,5,5,82.175,OK,1132.0,158.0,12.461078026502008,12.7,7.1645569620253164,4.921739130434783,5,90.84286267949544,11.07072243919782,12.820026639642347,0.10853195503321289,1.6917405256271039,14.271877997823657,11.64036609862736,14.490844043099447,0.7379683581748568,1.1564204724564966,1.39394146716789,0.1333922261484099,10.928340093938358,85.0,0.9843478260869565,3.0,3.0,3.0
GLS,30926,0,1,1.3,0.9,0.2,1.0,1.0,456,False,1017.57,227.387,10.04,3,3,62.9064,OK,476.0,197.0,53.8021301528445,20.06,2.416243654822335,2.0695652173913044,3,8.847233346481804,43.01488601848389,26.93156852085468,0.12540854228646844,3.7422436454871906,4.5798098805922045,19.28463178409516,25.044284553236853,2.8256406668730016,1.294166998168584,1.8009953111451869,0.9348739495798319,1.9871005588514281,18.0,0.6898550724637681,4.0,0.0,1.0
GLS,30453,2,2,0.7,1.0,0.2,1.0,1.0,42,False,589.75,111.93,4.661111111111111,2,2,62.8359,OK,349.0,110.0,9.157258958740023,13.29,3.172727272727273,1.517391304347826,2,38.11184128050694,10.112293994056511,13.763233843604926,0.10979503316660477,1.7235045647135647,10.877848296801139,14.176069657759921,15.917019276086604,0.9800085672885143,1.1301211118607526,1.0522890147542112,0.8968481375358166,2.6349369180273503,15.0,0.758695652173913,4.0,2.0,2.0
Amazon,31311,1,3,0.7,1.0,0.2,1.0,1.0,42,False,2703.14,859.393,23.74388888888889,8,8,97.2112,OK,1649.0,348.0,139.34872865781722,40.99,4.738505747126437,7.1695652173913045,8,11.833620700259571,86.98444921451578,38.92620948735283,0.11757097245845652,6.2062790233595795,4.0007151064644155,40.415358425271016,47.79137665837136,3.9499374924405166,3.0067887365753614,1.362509998296437,0.9969678593086719,4.750439793006376,38.0,0.8961956521739131,0.0,1.0,3.0
DHL,31535,3,3,0.7,1.0,0.0,1.0,1.0,42,False,6555.32,688.616,32.76972222222222,27,27,563.463,OK,6019.0,837.0,357.6158854957556,5.5,7.19115890083632,26.169565217391305,27,16.830907809523012,323.1959416878084,72.43278941843711,0.12980436113825766,9.172601944100485,2.5897602415085443,3.4739974795427457,19.23724207243606,5.189773244430683,5.514985532938841,1.0398196332327527,0.9134407708921748,8.38196665972055,69.0,0.9692431561996779,1.0,3.0,3.0
FedEx,30974,4,1,0.7,0.9,0.2,1.0,1.0,123,False,371.12,111.289,3.8491666666666666,1,1,7.2147,OK,82.0,48.0,53.82702268136371,23.36,1.7083333333333333,0.3565217391304348,1,1.5233983957353543,17.433235097838924,19.2626897056803,0.20777054398174244,2.3776604284877365,2.7533615952870516,21.92888314098715,23.9613244077192,1.9499478090175828,0.8142699691064905,2.097722452833574,0.13414634146341464,2.1110654234822337,15.0,0.3565217391304348,3.0,4.0,1.0
DHL,31515,3,2,0.7,0.9,0.0,1.0,1.0,42,False,4365.37,330.531,17.85,19,19,138.2714,OK,4236.0,473.0,125.18180774883541,5.28,8.955602536997885,18.417391304347827,19,33.838782776640386,74.06553404080574,32.24284806267762,0.11353009282241655,4.191752748127365,6.386236272048007,3.1958383050862604,8.831389102179422,2.614788450940599,2.2201756628921654,1.0191363983577397,0.8859773371104815,9.604446166185111,64.0,0.9693363844393593,1.0,3.0,2.0
Amazon,30989,4,1,1.3,1.0,0.2,1.0,1.0,42,False,918.44,159.235,8.024444444444445,3,3,30.7255,OK,610.0,188.0,43.13135688268341,11.39,3.24468085106383,2.652173913043478,3,14.142842796696382,23.943768776331865,20.340400416345933,0.09779401417666649,2.5744599082615274,7.851729681997088,12.038302195302153,15.563660807769384,1.2445319355901332,1.7622896155712977,1.7323119110109801,1.0,2.9703720313332695,27.0,0.8840579710144928,0.0,4.0,1.0
Hermes,31303,5,3,0.7,1.0,0.2,1.0,1.0,123,False,1658.53,399.894,15.467222222222222,5,5,108.2128,OK,1037.0,363.0,112.90680951768702,22.27,2.8567493112947657,4.508695652173913,5,9.184565611497085,54.70408362953852,30.335730018556234,0.11118576691424037,3.560508573582424,6.635702052122324,21.474337181750066,25.059235547692793,1.2218137786328465,2.9064524033658703,1.4633709596170728,0.9816779170684667,2.571592513523959,18.0,0.9017391304347826,5.0,5.0,3.0
FedEx,30163,0,2,1.0,0.9,0.2,1.0,1.0,123,False,2477.95,274.602,13.315277777777778,10,10,49.3513,OK,2128.0,205.0,19.436906373559538,7.51,10.38048780487805,9.252173913043478,10,109.4824433015105,16.90058457782633,15.457935277057384,0.1281812512596463,1.9876701018448468,12.12975794156619,7.963715495754872,9.671045157171896,1.1952225177849523,1.05288329263531,1.2698021252227283,0.12640977443609022,20.89186117072102,191.0,0.9252173913043479,3.0,0.0,2.0
DPD,30161,0,1,1.0,0.9,0.0,1.0,1.0,456,False,532.7,91.947,3.292777777777778,2,2,5.5571,OK,327.0,65.0,1.79798433827919,14.05,5.030769230769231,1.4217391304347826,2,181.8703272537759,1.6506748880255613,4.877836848860124,0.1063874576513518,0.720766956502026,39.37783295276826,14.053935858965664,14.677560924317465,0.387148346400014,0.40606522438646403,1.232489169810699,0.6850152905198776,4.886304977317825,26.0,0.7108695652173913,2.0,0.0,1.0
